id,id_user,font,device,iteration,id_passage,passage,words,chars,sentences,wpm,seconds,study_step,timestamp,user_type,avg_wpm,is_fastest?,is_slowest?,,is_NonFiction?
7513,477,calibri,3,1,20,"The dominant member of the solar system is the sun. Its volume is more than a million times that of the earth. Its temperature is far higher than any that can be produced on the earth, even in the most efficient electric furnaces. Tools, like high powered telescopes, are used to show that the sun contains many elements, particularly metals. The stars that seem to fill the sky on a clear night are suns. Many of these stars are much larger and more brilliant than our own sun.",88,478,7,295,17.905,normal,1568560129745,,289,0,0,,0
7515,477,calibri,3,2,20,"They appear to be relatively faint points of light in the sky because of their enormous distances from us. The nearest of them is so remote that it would take more than four years for its light to come to the solar system; and others, still within the range of large telescopes, are a thousand times more distant. There are only about 5000 stars visible to the naked eye, but great photographic telescopes that are now used, show several hundreds of millions of them.",84,467,4,230,21.926,normal,1568560151675,,289,0,0,,0
7537,477,calibri,3,1,26,"It was a white caravan that looked down from the crest of the mountains upon the green wilderness called Kentucky. The travelers saw the land of hope before them, a wide sweep of rolling country, covered with trees. They were alive with interest and curiosity, because this unknown land was to be their home, but no one was more eager than Henry Ware, a strong, fifteen year old boy. The long journey from their old home in Maryland had been a delight to Henry.",84,461,5,276,18.241,normal,1568560585500,,289,0,0,,1
7540,477,calibri,3,2,26,"There were no tearful goodbyes as he left. Henry’s entire family came on the journey: his mother, brother and younger sister were in the fourth wagon from the right, and his father stood beside it. As they moved forward, Henry felt like he was coming home, like he had seen this place before. The forests and the mountains were a friendly sight. He seemed to breathe a newer and fresher air than that of Maryland that he left behind, and his mind expanded with the thought of what was to come.",91,493,6,355,15.372,normal,1568560600876,,289,0,0,,1
7522,477,franklin_gothic,3,1,25,"The Navajo reservation is a large area of land in the northeastern part of Arizona and the northwestern corner of New Mexico. The Navaho recognize two distinct classes of hogans, winter huts and summer shelters. Winter huts are a staple of Navajo culture. On the outside, they resemble mounds of earth hollowed out. However, they are warm and comfortable. Decoration on the inside or outside of the houses is uncommon, yet, the hogans are usually referred to as &quot;beautiful.&quot;",79,484,7,191,24.775,normal,1568560373656,,287,0,0,,0
7523,477,franklin_gothic,3,2,25,"The rules for building a winter house do not apply to the summer huts. The summer hut is one of the most primitive and simple shelters the Navajo builds. 4 to 5 feet of branches are piled on three sides of a circle 15 or 20 feet in diameter. A fire is built in the center and blankets are thrown over outstanding branches here and there, creating a great amount of shade during the hot summer days. Although it is a makeshift shelter, it is effective to escape from the brutal heat.",92,482,6,348,15.843,normal,1568560389503,,287,0,0,,0
7524,477,franklin_gothic,3,1,27,"It was a bright, warm day when our ship sailed for the regions of the south. There were a number of boys on the ship, but two of them were my favorites. Jack Martin was a tall, broad-shouldered boy of eighteen, with a handsome, good-humoured face. My other companion was Peterkin Jay. He was little, quick, funny, mischievous, and about fourteen years old. Days dragged on as our friendship grew, and after a while, the days started to blur together.",80,450,7,306,15.662,normal,1568560422297,,287,0,0,,1
7525,477,franklin_gothic,3,2,27,"When we approached Cape Horn, the weather became very cold and stormy, and the sailors began to tell stories about the furious gales and the dangers of that terrible cape. Nevertheless we passed the dreaded cape without much rough weather. At last we came among the Coral Islands of the Pacific; and I shall never forget the delight when I looked upon the pure white, dazzling shores, and the rich green palm-trees. The three of us longed to be on land once again.",83,464,5,301,16.569,normal,1568560438870,,287,0,0,,1
7509,477,montserrat,3,1,21,"At age 15, young Beethoven played the organ every morning at the six o'clock mass in the Minorite church that he and his family attended. As a creative young mind, he took an interest in other composers’ works. He studied Bach’s compositions so much that he was able to play the greater part of the &quot;Well-tempered Clavichord&quot; at twelve years old. As a boy, he was shy and reserved. Instead of playing with children his age, he began learning the art of music composition.",84,481,6,251,20.06,normal,1568560077207,,268,0,1,,0
7511,477,montserrat,3,2,21,"In fact, he is said to have written a cantata at the age of ten. When he was seventeen he went to Vienna, Italy. Here, he met Mozart who was at the height of his fame. On his first meeting with Mozart, Beethoven performed a composition influenced by the great composer. In fact, he played with such an effect and such emotion that when he finished, Mozart made a remark that people should, &quot;Pay attention to him. He will make a noise in the world some day.&quot;",87,467,7,340,15.347,normal,1568560092559,,268,0,1,,0
7527,477,montserrat,3,1,23,"On February 12, 1827, two men - Philip E. Thomas and George Brown - held a meeting to determine the best way to restore trade that had been lost in the Baltimore region. The result was a petition to open &quot;The Baltimore and Ohio Railroad Company&quot; which would have the right to build and operate a railroad from the city of Baltimore to the Ohio River. The construction of the railroad began on July 4, 1828.",76,416,5,190,24.062,normal,1568560478550,,268,0,1,,0
7529,477,montserrat,3,2,23,"Charles Carroll, the only surviving signer of the Declaration of Independence, was invited to lay the first stone down to signify the start of construction. He said, &quot;I consider this among the most important acts of my life, second only to my signing the Declaration of Independence.&quot; By 1832, the whole line had been opened, making the railroad a total of seventy-two miles in all. By 1842, the railroad had more than 500 miles of track. This construction began a new era of transportation and efficiency for the American people.",90,540,6,290,18.619,normal,1568560497173,,268,0,1,,0
7516,477,noto_sans,3,1,19,"There are many ways in which the problem of identifying trees may be approached. In almost every tree there is at least one trait that marks its individuality and separates it from other trees. It may be the general form of the tree, its mode of branching, bark, bud, or fruit. It may be some variation in color, or, in the case of the evergreen trees, it may be the number and position of the needles or leaves. The pines belong to the coniferous class of trees; that is, trees that bear cones.",93,495,6,302,18.469,normal,1568560193363,,291,0,0,,0
7517,477,noto_sans,3,2,19,"The pines may be identified from the other coniferous trees by their leaves, which are in the form of needles two inches or more in length. The pine needles are arranged in clusters. Each species has a certain number of needles to the cluster. This is one of the simplest and most direct ways of distinguishing the different pines. In the white pine there are five needles to each cluster, in the pitch pine there are three, and in the Scotch pine there are two.",86,463,6,329,15.662,normal,1568560209028,,291,0,0,,0
7518,477,noto_sans,3,1,24,"The Pueblo region of the United States is historically known as an area where pottery was practiced and worked to perfection. The Pueblos’ first necessity of life is the transportation and preservation of water. In an effort to transport water, the people once tried using skins of animals, but this was unsuccessful as the water sitting in animal skins in a hot climate would contaminate it. Later, a more successful water vessel was created. They were tubes of wood or sections of canes.",83,489,6,268,18.567,normal,1568560248553,,291,0,0,,0
7519,477,noto_sans,3,2,24,"Although these canes grew in abundance in this area, another, more effective water vessel came into play. Gourds, which also grew in abundance in these places, were better shapes and held a larger volume of water. To help protect and transport the gourd, it was encased in a net of coarse wicker like rope which was made out of yucca leaves or of flexible splints. The use of this wicker with water-vessels points toward the development of the water-tight basketry of the southwest.",83,482,5,264,18.843,normal,1568560267400,,291,0,0,,0
7520,477,times,3,1,22,"Benjamin Franklin was a great inventor. He believed that the electricity in a Leyden Jar, an antique electrical device consisting of a glass jar and metal foil which could store static electricity, was the same thing as the lightning we see in a thunderstorm. He made a kite out of a silk handkerchief, and fastened a sharp iron point to the upright stick of the kite. One day, when a thunder-storm was coming, Franklin and his son went out to the fields.",82,455,5,320,15.398,normal,1568560306181,,328,1,0,,0
7521,477,times,3,2,22,"The kite was raised; then Franklin tied an iron key to the lower end of the string. After waiting some time, he felt certain that the electricity was coming down the string. He put his knuckle close to the key, and a spark flew out. Next, he took his Leyden Jar and collected the electricity in that. He had made two great discoveries that day: he found out that electricity and lightning are the same thing, and he had also found how to fill his Leyden jar directly from the clouds.",91,483,6,286,19.09,normal,1568560325276,,328,1,0,,0
7532,477,times,3,1,28,"&quot;Viva Garibaldi!&quot; sang a young Italian boy in an uptown street. He held a battered violin that looked as if it had been used for generations. The young singer was twelve years old, but small for his age. In spite of the dirt, his face was strikingly handsome, especially when he smiled. He was always smiling in spite of hardships, which were many in his life. Phil had been wandering the streets, singing and playing for two hours. However, he had not received a penny.",85,480,8,322,15.846,normal,1568560536747,,328,1,0,,1
7534,477,times,3,2,28,"He was about to change his position when the basement door of one of the houses opened, and a servant came out. &quot;My young master wants to hear you play on your fiddle,&quot; said the servant. &quot;He’s sick, and can’t come out.&quot; Phil followed through the giant house up to the parlor where the sick boy sat. The little fiddler, who had never been invited into a fine house before, looked with admiration at the handsome furniture. He knew that this could be a moment that changed his life.",89,500,7,383,13.959,normal,1568560550711,,328,1,0,,1
7549,478,lato,3,1,25,"The Navajo reservation is a large area of land in the northeastern part of Arizona and the northwestern corner of New Mexico. The Navaho recognize two distinct classes of hogans, winter huts and summer shelters. Winter huts are a staple of Navajo culture. On the outside, they resemble mounds of earth hollowed out. However, they are warm and comfortable. Decoration on the inside or outside of the houses is uncommon, yet, the hogans are usually referred to as &quot;beautiful.&quot;",79,484,7,236,20.058,normal,1568560679390,,282,0,1,,0
7552,478,lato,3,2,25,"The rules for building a winter house do not apply to the summer huts. The summer hut is one of the most primitive and simple shelters the Navajo builds. 4 to 5 feet of branches are piled on three sides of a circle 15 or 20 feet in diameter. A fire is built in the center and blankets are thrown over outstanding branches here and there, creating a great amount of shade during the hot summer days. Although it is a makeshift shelter, it is effective to escape from the brutal heat.",92,482,6,305,18.073,normal,1568560697467,,282,0,1,,0
7530,478,lato,3,1,26,"It was a white caravan that looked down from the crest of the mountains upon the green wilderness called Kentucky. The travelers saw the land of hope before them, a wide sweep of rolling country, covered with trees. They were alive with interest and curiosity, because this unknown land was to be their home, but no one was more eager than Henry Ware, a strong, fifteen year old boy. The long journey from their old home in Maryland had been a delight to Henry.",84,461,5,285,17.706,normal,1568560518780,,282,0,1,,1
7533,478,lato,3,2,26,"There were no tearful goodbyes as he left. Henry’s entire family came on the journey: his mother, brother and younger sister were in the fourth wagon from the right, and his father stood beside it. As they moved forward, Henry felt like he was coming home, like he had seen this place before. The forests and the mountains were a friendly sight. He seemed to breathe a newer and fresher air than that of Maryland that he left behind, and his mind expanded with the thought of what was to come.",91,493,6,302,18.056,normal,1568560536843,,282,0,1,,1
7526,478,noto_sans,3,1,20,"The dominant member of the solar system is the sun. Its volume is more than a million times that of the earth. Its temperature is far higher than any that can be produced on the earth, even in the most efficient electric furnaces. Tools, like high powered telescopes, are used to show that the sun contains many elements, particularly metals. The stars that seem to fill the sky on a clear night are suns. Many of these stars are much larger and more brilliant than our own sun.",88,478,7,338,15.616,normal,1568560462594,,325,1,0,,0
7528,478,noto_sans,3,2,20,"They appear to be relatively faint points of light in the sky because of their enormous distances from us. The nearest of them is so remote that it would take more than four years for its light to come to the solar system; and others, still within the range of large telescopes, are a thousand times more distant. There are only about 5000 stars visible to the naked eye, but great photographic telescopes that are now used, show several hundreds of millions of them.",84,467,4,321,15.703,normal,1568560478303,,325,1,0,,0
7536,478,noto_sans,3,1,28,"&quot;Viva Garibaldi!&quot; sang a young Italian boy in an uptown street. He held a battered violin that looked as if it had been used for generations. The young singer was twelve years old, but small for his age. In spite of the dirt, his face was strikingly handsome, especially when he smiled. He was always smiling in spite of hardships, which were many in his life. Phil had been wandering the streets, singing and playing for two hours. However, he had not received a penny.",85,480,8,263,19.422,normal,1568560575617,,325,1,0,,1
7538,478,noto_sans,3,2,28,"He was about to change his position when the basement door of one of the houses opened, and a servant came out. &quot;My young master wants to hear you play on your fiddle,&quot; said the servant. &quot;He’s sick, and can’t come out.&quot; Phil followed through the giant house up to the parlor where the sick boy sat. The little fiddler, who had never been invited into a fine house before, looked with admiration at the handsome furniture. He knew that this could be a moment that changed his life.",89,500,7,377,14.151,normal,1568560589778,,325,1,0,,1
7564,478,poynter_gothic_text,3,1,19,"There are many ways in which the problem of identifying trees may be approached. In almost every tree there is at least one trait that marks its individuality and separates it from other trees. It may be the general form of the tree, its mode of branching, bark, bud, or fruit. It may be some variation in color, or, in the case of the evergreen trees, it may be the number and position of the needles or leaves. The pines belong to the coniferous class of trees; that is, trees that bear cones.",93,495,6,364,15.342,normal,1568560893251,,321,0,0,,0
7565,478,poynter_gothic_text,3,2,19,"The pines may be identified from the other coniferous trees by their leaves, which are in the form of needles two inches or more in length. The pine needles are arranged in clusters. Each species has a certain number of needles to the cluster. This is one of the simplest and most direct ways of distinguishing the different pines. In the white pine there are five needles to each cluster, in the pitch pine there are three, and in the Scotch pine there are two.",86,463,6,261,19.738,normal,1568560912996,,321,0,0,,0
7554,478,poynter_gothic_text,3,1,22,"Benjamin Franklin was a great inventor. He believed that the electricity in a Leyden Jar, an antique electrical device consisting of a glass jar and metal foil which could store static electricity, was the same thing as the lightning we see in a thunderstorm. He made a kite out of a silk handkerchief, and fastened a sharp iron point to the upright stick of the kite. One day, when a thunder-storm was coming, Franklin and his son went out to the fields.",82,455,5,290,16.945,normal,1568560733570,,321,0,0,,0
7555,478,poynter_gothic_text,3,2,22,"The kite was raised; then Franklin tied an iron key to the lower end of the string. After waiting some time, he felt certain that the electricity was coming down the string. He put his knuckle close to the key, and a spark flew out. Next, he took his Leyden Jar and collected the electricity in that. He had made two great discoveries that day: he found out that electricity and lightning are the same thing, and he had also found how to fill his Leyden jar directly from the clouds.",91,483,6,367,14.869,normal,1568560748444,,321,0,0,,0
7542,478,times,3,1,23,"On February 12, 1827, two men - Philip E. Thomas and George Brown - held a meeting to determine the best way to restore trade that had been lost in the Baltimore region. The result was a petition to open &quot;The Baltimore and Ohio Railroad Company&quot; which would have the right to build and operate a railroad from the city of Baltimore to the Ohio River. The construction of the railroad began on July 4, 1828.",76,416,5,290,15.723,normal,1568560622354,,299,0,0,,0
7544,478,times,3,2,23,"Charles Carroll, the only surviving signer of the Declaration of Independence, was invited to lay the first stone down to signify the start of construction. He said, &quot;I consider this among the most important acts of my life, second only to my signing the Declaration of Independence.&quot; By 1832, the whole line had been opened, making the railroad a total of seventy-two miles in all. By 1842, the railroad had more than 500 miles of track. This construction began a new era of transportation and efficiency for the American people.",90,540,6,343,15.745,normal,1568560638106,,299,0,0,,0
7556,478,times,3,1,24,"The Pueblo region of the United States is historically known as an area where pottery was practiced and worked to perfection. The Pueblos’ first necessity of life is the transportation and preservation of water. In an effort to transport water, the people once tried using skins of animals, but this was unsuccessful as the water sitting in animal skins in a hot climate would contaminate it. Later, a more successful water vessel was created. They were tubes of wood or sections of canes.",83,489,6,268,18.604,normal,1568560783356,,299,0,0,,0
7558,478,times,3,2,24,"Although these canes grew in abundance in this area, another, more effective water vessel came into play. Gourds, which also grew in abundance in these places, were better shapes and held a larger volume of water. To help protect and transport the gourd, it was encased in a net of coarse wicker like rope which was made out of yucca leaves or of flexible splints. The use of this wicker with water-vessels points toward the development of the water-tight basketry of the southwest.",83,482,5,293,17.001,normal,1568560800361,,299,0,0,,0
7560,478,utopia,3,1,21,"At age 15, young Beethoven played the organ every morning at the six o'clock mass in the Minorite church that he and his family attended. As a creative young mind, he took an interest in other composers’ works. He studied Bach’s compositions so much that he was able to play the greater part of the &quot;Well-tempered Clavichord&quot; at twelve years old. As a boy, he was shy and reserved. Instead of playing with children his age, he began learning the art of music composition.",84,481,6,263,19.147,normal,1568560839180,,303,0,0,,0
7561,478,utopia,3,2,21,"In fact, he is said to have written a cantata at the age of ten. When he was seventeen he went to Vienna, Italy. Here, he met Mozart who was at the height of his fame. On his first meeting with Mozart, Beethoven performed a composition influenced by the great composer. In fact, he played with such an effect and such emotion that when he finished, Mozart made a remark that people should, &quot;Pay attention to him. He will make a noise in the world some day.&quot;",87,467,7,333,15.694,normal,1568560854879,,303,0,0,,0
7567,478,utopia,3,1,27,"It was a bright, warm day when our ship sailed for the regions of the south. There were a number of boys on the ship, but two of them were my favorites. Jack Martin was a tall, broad-shouldered boy of eighteen, with a handsome, good-humoured face. My other companion was Peterkin Jay. He was little, quick, funny, mischievous, and about fourteen years old. Days dragged on as our friendship grew, and after a while, the days started to blur together.",80,450,7,269,17.814,normal,1568560949383,,303,0,0,,1
7569,478,utopia,3,2,27,"When we approached Cape Horn, the weather became very cold and stormy, and the sailors began to tell stories about the furious gales and the dangers of that terrible cape. Nevertheless we passed the dreaded cape without much rough weather. At last we came among the Coral Islands of the Pacific; and I shall never forget the delight when I looked upon the pure white, dazzling shores, and the rich green palm-trees. The three of us longed to be on land once again.",83,464,5,347,14.363,normal,1568560963752,,303,0,0,,1
7697,483,montserrat,3,1,21,"At age 15, young Beethoven played the organ every morning at the six o'clock mass in the Minorite church that he and his family attended. As a creative young mind, he took an interest in other composers’ works. He studied Bach’s compositions so much that he was able to play the greater part of the &quot;Well-tempered Clavichord&quot; at twelve years old. As a boy, he was shy and reserved. Instead of playing with children his age, he began learning the art of music composition.",84,481,6,192,26.282,normal,1568562660234,,265,0,0,,0
7698,483,montserrat,3,2,21,"In fact, he is said to have written a cantata at the age of ten. When he was seventeen he went to Vienna, Italy. Here, he met Mozart who was at the height of his fame. On his first meeting with Mozart, Beethoven performed a composition influenced by the great composer. In fact, he played with such an effect and such emotion that when he finished, Mozart made a remark that people should, &quot;Pay attention to him. He will make a noise in the world some day.&quot;",87,467,7,364,14.337,normal,1568562674577,,265,0,0,,0
7688,483,montserrat,3,1,28,"&quot;Viva Garibaldi!&quot; sang a young Italian boy in an uptown street. He held a battered violin that looked as if it had been used for generations. The young singer was twelve years old, but small for his age. In spite of the dirt, his face was strikingly handsome, especially when he smiled. He was always smiling in spite of hardships, which were many in his life. Phil had been wandering the streets, singing and playing for two hours. However, he had not received a penny.",85,480,8,292,17.459,normal,1568562365258,,265,0,0,,1
7689,483,montserrat,3,2,28,"He was about to change his position when the basement door of one of the houses opened, and a servant came out. &quot;My young master wants to hear you play on your fiddle,&quot; said the servant. &quot;He’s sick, and can’t come out.&quot; Phil followed through the giant house up to the parlor where the sick boy sat. The little fiddler, who had never been invited into a fine house before, looked with admiration at the handsome furniture. He knew that this could be a moment that changed his life.",89,500,7,210,25.449,normal,1568562390713,,265,0,0,,1
7692,483,noto_sans,3,1,19,"There are many ways in which the problem of identifying trees may be approached. In almost every tree there is at least one trait that marks its individuality and separates it from other trees. It may be the general form of the tree, its mode of branching, bark, bud, or fruit. It may be some variation in color, or, in the case of the evergreen trees, it may be the number and position of the needles or leaves. The pines belong to the coniferous class of trees; that is, trees that bear cones.",93,495,6,268,20.819,normal,1568562524185,,213,0,0,,0
7693,483,noto_sans,3,2,19,"The pines may be identified from the other coniferous trees by their leaves, which are in the form of needles two inches or more in length. The pine needles are arranged in clusters. Each species has a certain number of needles to the cluster. This is one of the simplest and most direct ways of distinguishing the different pines. In the white pine there are five needles to each cluster, in the pitch pine there are three, and in the Scotch pine there are two.",86,463,6,232,22.249,normal,1568562546441,,213,0,0,,0
7667,483,noto_sans,3,1,24,"The Pueblo region of the United States is historically known as an area where pottery was practiced and worked to perfection. The Pueblos’ first necessity of life is the transportation and preservation of water. In an effort to transport water, the people once tried using skins of animals, but this was unsuccessful as the water sitting in animal skins in a hot climate would contaminate it. Later, a more successful water vessel was created. They were tubes of wood or sections of canes.",83,489,6,232,21.491,normal,1568562157625,,213,0,0,,0
7672,483,noto_sans,3,2,24,"Although these canes grew in abundance in this area, another, more effective water vessel came into play. Gourds, which also grew in abundance in these places, were better shapes and held a larger volume of water. To help protect and transport the gourd, it was encased in a net of coarse wicker like rope which was made out of yucca leaves or of flexible splints. The use of this wicker with water-vessels points toward the development of the water-tight basketry of the southwest.",83,482,5,120,41.658,normal,1568562199289,,213,0,0,,0
7675,483,oswald,3,1,26,"It was a white caravan that looked down from the crest of the mountains upon the green wilderness called Kentucky. The travelers saw the land of hope before them, a wide sweep of rolling country, covered with trees. They were alive with interest and curiosity, because this unknown land was to be their home, but no one was more eager than Henry Ware, a strong, fifteen year old boy. The long journey from their old home in Maryland had been a delight to Henry.",84,461,5,240,21.01,normal,1568562243362,,283,1,0,,1
7679,483,oswald,3,2,26,"There were no tearful goodbyes as he left. Henry’s entire family came on the journey: his mother, brother and younger sister were in the fourth wagon from the right, and his father stood beside it. As they moved forward, Henry felt like he was coming home, like he had seen this place before. The forests and the mountains were a friendly sight. He seemed to breathe a newer and fresher air than that of Maryland that he left behind, and his mind expanded with the thought of what was to come.",91,493,6,397,13.769,normal,1568562257138,,283,1,0,,1
7694,483,oswald,3,1,27,"It was a bright, warm day when our ship sailed for the regions of the south. There were a number of boys on the ship, but two of them were my favorites. Jack Martin was a tall, broad-shouldered boy of eighteen, with a handsome, good-humoured face. My other companion was Peterkin Jay. He was little, quick, funny, mischievous, and about fourteen years old. Days dragged on as our friendship grew, and after a while, the days started to blur together.",80,450,7,214,22.475,normal,1568562592177,,283,1,0,,1
7695,483,oswald,3,2,27,"When we approached Cape Horn, the weather became very cold and stormy, and the sailors began to tell stories about the furious gales and the dangers of that terrible cape. Nevertheless we passed the dreaded cape without much rough weather. At last we came among the Coral Islands of the Pacific; and I shall never forget the delight when I looked upon the pure white, dazzling shores, and the rich green palm-trees. The three of us longed to be on land once again.",83,464,5,281,17.752,normal,1568562609938,,283,1,0,,1
7690,483,poynter_gothic_text,3,1,20,"The dominant member of the solar system is the sun. Its volume is more than a million times that of the earth. Its temperature is far higher than any that can be produced on the earth, even in the most efficient electric furnaces. Tools, like high powered telescopes, are used to show that the sun contains many elements, particularly metals. The stars that seem to fill the sky on a clear night are suns. Many of these stars are much larger and more brilliant than our own sun.",88,478,7,142,37.147,normal,1568562446633,,154,0,1,,0
7691,483,poynter_gothic_text,3,2,20,"They appear to be relatively faint points of light in the sky because of their enormous distances from us. The nearest of them is so remote that it would take more than four years for its light to come to the solar system; and others, still within the range of large telescopes, are a thousand times more distant. There are only about 5000 stars visible to the naked eye, but great photographic telescopes that are now used, show several hundreds of millions of them.",84,467,4,141,35.673,normal,1568562482313,,154,0,1,,0
7701,483,poynter_gothic_text,3,1,25,"The Navajo reservation is a large area of land in the northeastern part of Arizona and the northwestern corner of New Mexico. The Navaho recognize two distinct classes of hogans, winter huts and summer shelters. Winter huts are a staple of Navajo culture. On the outside, they resemble mounds of earth hollowed out. However, they are warm and comfortable. Decoration on the inside or outside of the houses is uncommon, yet, the hogans are usually referred to as &quot;beautiful.&quot;",79,484,7,130,36.5,normal,1568562759865,,154,0,1,,0
7702,483,poynter_gothic_text,3,2,25,"The rules for building a winter house do not apply to the summer huts. The summer hut is one of the most primitive and simple shelters the Navajo builds. 4 to 5 feet of branches are piled on three sides of a circle 15 or 20 feet in diameter. A fire is built in the center and blankets are thrown over outstanding branches here and there, creating a great amount of shade during the hot summer days. Although it is a makeshift shelter, it is effective to escape from the brutal heat.",92,482,6,203,27.187,normal,1568562787060,,154,0,1,,0
7658,483,times,3,1,22,"Benjamin Franklin was a great inventor. He believed that the electricity in a Leyden Jar, an antique electrical device consisting of a glass jar and metal foil which could store static electricity, was the same thing as the lightning we see in a thunderstorm. He made a kite out of a silk handkerchief, and fastened a sharp iron point to the upright stick of the kite. One day, when a thunder-storm was coming, Franklin and his son went out to the fields.",82,455,5,196,25.066,normal,1568562084993,,206,0,0,,0
7662,483,times,3,2,22,"The kite was raised; then Franklin tied an iron key to the lower end of the string. After waiting some time, he felt certain that the electricity was coming down the string. He put his knuckle close to the key, and a spark flew out. Next, he took his Leyden Jar and collected the electricity in that. He had made two great discoveries that day: he found out that electricity and lightning are the same thing, and he had also found how to fill his Leyden jar directly from the clouds.",91,483,6,194,28.17,normal,1568562113170,,206,0,0,,0
7682,483,times,3,1,23,"On February 12, 1827, two men - Philip E. Thomas and George Brown - held a meeting to determine the best way to restore trade that had been lost in the Baltimore region. The result was a petition to open &quot;The Baltimore and Ohio Railroad Company&quot; which would have the right to build and operate a railroad from the city of Baltimore to the Ohio River. The construction of the railroad began on July 4, 1828.",76,416,5,191,23.819,normal,1568562295161,,206,0,0,,0
7685,483,times,3,2,23,"Charles Carroll, the only surviving signer of the Declaration of Independence, was invited to lay the first stone down to signify the start of construction. He said, &quot;I consider this among the most important acts of my life, second only to my signing the Declaration of Independence.&quot; By 1832, the whole line had been opened, making the railroad a total of seventy-two miles in all. By 1842, the railroad had more than 500 miles of track. This construction began a new era of transportation and efficiency for the American people.",90,540,6,242,22.297,normal,1568562317465,,206,0,0,,0
7632,484,arial,3,1,23,"On February 12, 1827, two men - Philip E. Thomas and George Brown - held a meeting to determine the best way to restore trade that had been lost in the Baltimore region. The result was a petition to open &quot;The Baltimore and Ohio Railroad Company&quot; which would have the right to build and operate a railroad from the city of Baltimore to the Ohio River. The construction of the railroad began on July 4, 1828.",76,416,5,426,10.708,normal,1568561703162,,491,1,0,,0
7633,484,arial,3,2,23,"Charles Carroll, the only surviving signer of the Declaration of Independence, was invited to lay the first stone down to signify the start of construction. He said, &quot;I consider this among the most important acts of my life, second only to my signing the Declaration of Independence.&quot; By 1832, the whole line had been opened, making the railroad a total of seventy-two miles in all. By 1842, the railroad had more than 500 miles of track. This construction began a new era of transportation and efficiency for the American people.",90,540,6,549,9.843,normal,1568561713007,,491,1,0,,0
7628,484,arial,3,1,28,"&quot;Viva Garibaldi!&quot; sang a young Italian boy in an uptown street. He held a battered violin that looked as if it had been used for generations. The young singer was twelve years old, but small for his age. In spite of the dirt, his face was strikingly handsome, especially when he smiled. He was always smiling in spite of hardships, which were many in his life. Phil had been wandering the streets, singing and playing for two hours. However, he had not received a penny.",85,480,8,429,11.875,normal,1568561673187,,491,1,0,,1
7630,484,arial,3,2,28,"He was about to change his position when the basement door of one of the houses opened, and a servant came out. &quot;My young master wants to hear you play on your fiddle,&quot; said the servant. &quot;He’s sick, and can’t come out.&quot; Phil followed through the giant house up to the parlor where the sick boy sat. The little fiddler, who had never been invited into a fine house before, looked with admiration at the handsome furniture. He knew that this could be a moment that changed his life.",89,500,7,558,9.562,normal,1568561682750,,491,1,0,,1
7617,484,franklin_gothic,3,1,24,"The Pueblo region of the United States is historically known as an area where pottery was practiced and worked to perfection. The Pueblos’ first necessity of life is the transportation and preservation of water. In an effort to transport water, the people once tried using skins of animals, but this was unsuccessful as the water sitting in animal skins in a hot climate would contaminate it. Later, a more successful water vessel was created. They were tubes of wood or sections of canes.",83,489,6,357,13.932,normal,1568561560282,,381,0,1,,0
7618,484,franklin_gothic,3,2,24,"Although these canes grew in abundance in this area, another, more effective water vessel came into play. Gourds, which also grew in abundance in these places, were better shapes and held a larger volume of water. To help protect and transport the gourd, it was encased in a net of coarse wicker like rope which was made out of yucca leaves or of flexible splints. The use of this wicker with water-vessels points toward the development of the water-tight basketry of the southwest.",83,482,5,396,12.569,normal,1568561572853,,381,0,1,,0
7639,484,franklin_gothic,3,1,25,"The Navajo reservation is a large area of land in the northeastern part of Arizona and the northwestern corner of New Mexico. The Navaho recognize two distinct classes of hogans, winter huts and summer shelters. Winter huts are a staple of Navajo culture. On the outside, they resemble mounds of earth hollowed out. However, they are warm and comfortable. Decoration on the inside or outside of the houses is uncommon, yet, the hogans are usually referred to as &quot;beautiful.&quot;",79,484,7,333,14.253,normal,1568561774360,,381,0,1,,0
7641,484,franklin_gothic,3,2,25,"The rules for building a winter house do not apply to the summer huts. The summer hut is one of the most primitive and simple shelters the Navajo builds. 4 to 5 feet of branches are piled on three sides of a circle 15 or 20 feet in diameter. A fire is built in the center and blankets are thrown over outstanding branches here and there, creating a great amount of shade during the hot summer days. Although it is a makeshift shelter, it is effective to escape from the brutal heat.",92,482,6,438,12.616,normal,1568561786979,,381,0,1,,0
7613,484,noto_sans,3,1,21,"At age 15, young Beethoven played the organ every morning at the six o'clock mass in the Minorite church that he and his family attended. As a creative young mind, he took an interest in other composers’ works. He studied Bach’s compositions so much that he was able to play the greater part of the &quot;Well-tempered Clavichord&quot; at twelve years old. As a boy, he was shy and reserved. Instead of playing with children his age, he began learning the art of music composition.",84,481,6,351,14.341,normal,1568561516766,,407,0,0,,0
7615,484,noto_sans,3,2,21,"In fact, he is said to have written a cantata at the age of ten. When he was seventeen he went to Vienna, Italy. Here, he met Mozart who was at the height of his fame. On his first meeting with Mozart, Beethoven performed a composition influenced by the great composer. In fact, he played with such an effect and such emotion that when he finished, Mozart made a remark that people should, &quot;Pay attention to him. He will make a noise in the world some day.&quot;",87,467,7,364,14.347,normal,1568561531116,,407,0,0,,0
